epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,85.0696,2.6637,5.36279,1.81624,0,0,0,0,2.1679,5.82061,1.64887,6.16e-05,6.16e-05,6.16e-05
2,169.492,1.68397,4.74029,1.30202,0,0,0,0,1.6522,5.35596,1.23573,0.000122019,0.000122019,0.000122019
